Stations_id;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr 
5213;45;      70.8;      46.4;      63.1;      49.2;      58.8;      76.4;      66.1;      61.1;      69.7;      61.8;      68.2;      80.1;     771.7
5214;46;      49.7;      32.8;      42.6;      35.8;      53.1;      69.1;      65.3;      57.8;      54.3;46;      48.5;      56.9;     611.8
5215;45;      63.6;      49.3;      59.6;      50.3;      76.3;      97.2;     101.4;      87.3;      73.5;      61.6;      62.4;      76.7;     856.5
5216;45;      73.7;      54.3;66;      55.3;      79.3;     105.7;111;      88.8;      77.5;      65.3;      68.9;      85.2;     921.6
5217;45;      45.7;      33.9;52;      47.2;      62.8;      72.8;60;      60.3;      47.3;      45.1;      43.9;      55.8;     627.1
5218;45;50;      40.1;      45.9;      39.5;      50.6;      76.6;      66.4;      49.9;      52.3;53;52;      61.9;     638.7
5219;46;      37.8;      29.7;40;      31.7;      47.2;      64.1;      46.2;      54.1;      40.4;      33.9;      39.8;      48.2;     513.2
5220;45;      43.6;      38.1;      49.1;      49.9;      73.4;      80.4;      81.2;      53.7;      59.2;      61.9;      59.9;      57.5;     707.8
5221;46;      33.8;26;      32.1;      34.2;      50.8;      64.3;      57.9;      47.4;      40.5;      31.1;35;      40.3;     493.4
5222;45;      62.5;      45.7;      62.5;      45.7;      69.8;      74.8;      64.5;      54.3;      59.7;      58.2;      63.1;67;     725.5
5223;45;      24.2;      23.3;      34.1;41;      56.2;      64.9;      61.6;      53.9;      41.3;      37.4;      36.4;      33.1;     508.3
5225;45;      47.2;45;      49.5;      41.1;      59.8;67;      62.8;      53.4;      53.2;      59.2;      59.2;      61.9;     661.8
5227;45;      52.5;      57.7;      66.9;      82.1;     100.4;     150.3;     139.9;     121.7;93;      71.8;      83.5;      67.9;    1083.8
5228;45;64;      60.1;      55.8;      62.4;      83.7;      95.9;88;      78.9;      55.8;      67.6;      71.5;      72.1;     859.7
5229;45;      73.3;      68.7;61;      61.3;      79.5;      92.4;      84.1;      72.5;      54.5;      70.7;      80.1;      85.7;883
5230;45;48;      41.8;      49.2;      51.9;      74.1;      99.7;     102.9;      95.3;      63.4;      52.6;      61.6;      56.9;     795.9
5231;45;      58.5;      45.6;      53.5;      42.5;      64.5;      73.9;      86.4;      58.9;      57.2;      61.8;      60.1;      68.8;     730.5
5232;45;      62.9;      53.8;      64.2;      58.1;      78.8;     101.6;114;      89.8;      71.6;      65.8;      73.8;      75.9;     907.1
5233;45;      76.4;      45.1;58;      45.3;      49.5;      75.9;      75.5;      69.7;      90.2;      90.9;      93.4;84;     868.6
5234;46;25;      23.7;      33.4;      39.4;      55.4;      61.4;      60.2;59;      41.4;      37.4;      36.4;      34.2;     506.9
5236;46;      73.5;      49.5;      69.6;      45.3;      55.6;      82.2;      77.6;      71.4;      69.4;      68.2;      69.3;      77.4;     809.1
5237;45;      68.7;      46.8;      59.4;48;      57.5;      78.4;      70.9;      65.1;      62.5;      59.3;      65.5;      75.8;     756.4
5238;45;41;      25.9;      37.2;      27.5;      38.1;      54.9;      50.5;      54.7;      51.1;      51.4;      47.9;      46.1;519
5239;45;      74.8;      51.2;      67.9;      54.5;      65.1;      79.1;      70.2;      69.2;      75.2;      64.1;      67.4;      82.3;     820.4
5240;46;      65.2;      46.5;      54.4;      43.1;      60.2;      70.3;      60.3;      54.3;      60.6;      56.8;65;      70.3;707
5241;45;      64.8;      46.8;      53.8;      44.8;      64.3;      69.3;      57.5;      53.4;      56.5;      54.2;      62.5;69;     698.7
5242;45;      64.5;      45.5;53;      43.9;      58.6;      66.7;      58.3;      50.9;      58.9;      52.5;      61.1;      67.4;     682.6
5243;45;     133.3;     116.9;     109.7;      94.2;     108.1;     119.6;     112.6;      98.2;      87.1;     113.4;     136.5;     148.4;    1376.6
5244;46;      58.1;      51.6;      50.5;      46.4;      62.7;63;      65.6;      49.7;      54.3;      68.4;      69.5;      78.4;     718.2
5246;45;      70.5;      61.8;      65.5;58;      74.4;      81.1;      73.5;      54.7;      66.5;      81.5;      82.5;      93.3;854
5247;45;      68.9;      48.4;      64.5;      47.6;      67.5;      72.4;63;      61.7;      71.6;      60.3;      69.9;      77.4;     771.4
5248;45;      49.1;      49.8;      66.6;      77.7;     103.2;     140.6;     142.4;     125.4;      88.6;      63.5;      75.7;      63.2;    1037.5
5250;45;33;      36.8;39;      51.2;      85.3;      79.9;83;      67.4;      60.1;      55.9;      50.1;      48.2;     689.3
5251;46;      65.7;      51.4;      59.6;      48.1;      68.2;      91.9;      93.8;      76.1;      64.6;      64.5;      61.5;      78.3;     823.6
5252;46;      68.2;      47.4;      64.1;      54.4;      60.8;      76.7;      72.2;66;      64.2;      60.6;      65.1;      80.2;     779.9
5253;46;      41.5;      35.2;41;      38.3;      50.2;      73.3;60;      52.3;      41.5;      48.6;      48.6;51;     581.5
5254;46;      41.7;      32.4;      39.5;      37.7;      55.7;      68.3;60;      48.4;      42.6;      46.1;45;      49.6;     566.9
5255;46;      55.8;      40.7;      56.1;47;      60.6;      67.5;      63.5;      63.3;      53.4;50;      53.9;      66.1;     677.9
5256;45;      50.2;38;      47.8;      43.5;      58.9;      73.9;61;      54.2;      55.9;50;      55.3;      58.4;     642.4
5257;45;      71.6;      47.9;      62.7;48;56;      79.6;      80.7;      66.9;      73.3;      68.1;      78.4;      78.6;     807.1
5258;46;      69.7;      58.8;      62.9;      54.4;      70.3;      71.8;72;      55.3;      66.6;      77.2;      80.6;      91.7;     831.3
5259;45;      47.8;      31.3;      42.1;      40.4;      47.5;      69.5;      60.7;      56.1;      52.9;44;      45.7;      56.7;     587.7
5260;46;      51.3;      36.3;      51.8;      42.1;      51.5;69;      59.9;      60.3;49;      49.1;      48.6;      58.2;     627.3
5261;46;      90.7;      85.8;     109.1;     110.5;     129.8;183;     201.6;183;     122.2;      95.7;     116.6;     106.3;    1534.2
5262;46;      98.2;      94.7;     122.9;     133.6;     146.4;     203.5;     212.2;     187.1;     136.5;106;     132.8;     119.3;    1693.3
5263;45;      45.8;      34.8;      42.8;      41.6;      59.7;      68.7;      61.3;      56.8;      52.5;      48.1;      45.9;51;     603.2
5264;46;      49.7;      39.4;      48.5;      43.7;      53.2;      78.8;      72.7;      48.7;      51.9;      51.9;      52.7;      58.8;     649.9
5265;45;      72.7;      56.6;      70.5;60;      69.6;      85.5;      79.3;65;      68.1;64;      74.8;      87.7;     850.6
5266;45;      46.7;      40.2;      51.1;      48.9;      64.8;      76.4;      74.1;      58.7;      57.6;      52.3;      55.6;      59.4;686
5267;45;      42.1;      31.7;      44.4;      37.8;      52.9;      62.5;      56.7;      53.9;      41.9;      38.8;      40.6;      50.7;     553.4
5268;45;      55.6;      34.4;      50.3;      39.1;      50.6;78;      68.2;      55.2;      69.9;      59.2;      68.8;      61.6;     684.8
5269;45;55;      37.8;      50.4;46;      48.7;      69.4;      63.7;      56.8;      47.4;      48.1;      50.9;      61.9;     635.1
5270;45;     124.3;      89.9;      96.5;      66.4;74;      81.4;      84.2;      63.8;84;     106.3;116;     140.2;    1116.1
5271;45;      64.5;      43.8;      63.3;      48.3;      60.4;      74.5;      70.1;      64.2;      64.8;      58.8;      65.7;      73.5;752
5272;46;      70.1;      54.3;      60.3;      50.8;      72.2;90;     100.4;      89.9;      67.3;      65.6;      65.6;84;     870.3
5273;45;59;      39.3;      53.5;      43.1;      54.5;      72.6;59;      65.3;      56.9;      57.6;      55.4;      66.4;     683.2
5275;45;      47.5;      43.7;      48.2;      48.7;75;      77.7;      80.5;      49.2;      55.2;      63.3;      61.4;      63.8;     709.9
5276;45;      73.8;      64.2;      88.6;      88.5;     110.1;     141.5;     147.2;     135.8;      90.9;      77.3;      91.4;88;1195
5278;46;     120.6;      97.3;110;      83.1;      83.7;      87.9;      97.5;      75.9;      85.5;      96.2;     114.1;137;    1188.6
5279;45;      75.2;      52.3;      68.9;52;      64.1;75;      71.7;      61.4;65;      57.4;      71.3;85;     814.4
5280;46;      79.1;      51.8;      64.7;      47.9;      51.3;      73.6;      79.3;72;      70.7;      73.6;      78.9;89;832
5281;45;      55.4;      42.8;53;      47.4;      56.7;      67.9;60;      53.9;48;      50.4;56;      66.5;     655.6
5282;46;      42.6;      36.1;      43.8;      46.2;      58.5;      69.9;      78.8;      74.1;      49.4;      42.3;      50.3;      54.7;     646.6
5283;45;      53.5;38;      49.3;      40.9;45;      65.5;      62.8;      58.4;      49.6;      48.4;49;      61.6;     622.9
5284;46;      45.3;      46.6;      51.8;      59.1;      89.2;     101.7;      78.8;      73.6;      61.4;      61.3;      59.1;      60.9;     788.8
5285;45;      66.6;      50.5;      57.9;      46.4;      64.9;      79.4;      87.9;      73.3;      60.5;      63.6;      62.9;      81.8;     795.4
5286;46;      57.3;      44.6;      49.1;42;54;      73.2;      74.3;      62.7;      57.2;      61.5;      59.9;      71.2;     706.9
5287;45;      46.5;      34.1;47;      40.6;      49.2;      68.1;      55.9;      55.6;      43.8;      42.9;      45.6;      55.5;     583.6
5288;45;99;      79.4;      96.9;      72.4;      90.3;      98.5;      99.2;      72.1;      83.2;      95.2;      99.2;     110.9;    1093.8
5290;45;      66.9;      55.6;      69.4;      59.1;      72.6;      82.7;      77.7;      68.4;      64.8;      70.8;75;      82.6;     840.2
5291;46;     140.4;     126.1;     120.1;     112.5;     127.8;     140.7;     142.1;112;103;     125.9;     153.3;     165.8;    1569.7
5292;45;     108.6;      79.7;      98.2;      66.6;      76.2;      92.9;      92.2;      72.7;86;      88.7;     102.5;     126.4;1088
5293;45;     101.9;      80.6;      86.1;      64.1;      85.9;      91.6;      88.2;      67.7;      73.4;      93.7;      95.7;     119.9;    1045.5
5294;45;      65.8;      51.3;      62.5;      47.6;      58.4;      64.3;      67.6;      53.8;      60.9;      66.5;      73.2;      81.7;     751.9
5295;45;      57.4;      47.2;55;      54.4;      64.5;      81.4;      83.7;      86.3;      56.5;      51.6;      63.8;      74.4;779
5296;46;      53.4;      37.9;      46.2;      43.7;      63.9;      67.5;      60.9;      50.6;      55.5;      52.1;      54.8;59;     645.3
5297;45;      54.7;      39.3;      46.3;      43.7;      61.2;      64.1;      56.4;      49.1;      56.4;      51.3;      55.5;      58.1;     639.3
5298;45;      53.2;40;      49.6;      45.8;      65.3;      70.8;      64.1;      57.3;59;      55.3;      56.8;      59.2;     672.1
5299;45;      52.7;      38.5;      47.9;      44.3;      62.1;      63.4;      55.2;      52.2;54;      49.5;      53.9;      58.9;     632.5
5300;45;      53.4;46;      54.1;      53.9;      70.4;      76.2;78;      56.9;      58.4;      67.8;      63.6;      67.5;     746.2
5301;46;      37.3;      35.1;      46.2;      49.8;      61.4;76;      78.2;      71.3;      53.3;      44.6;      49.1;      48.4;     650.7
5302;45;      75.5;      66.2;      79.6;      69.4;      96.9;     105.8;      93.1;      72.9;      73.9;      84.8;      83.1;89;     993.5
5303;45;      75.6;      53.3;59;47;      63.5;      81.3;      82.5;      71.8;      68.2;      71.5;      69.8;      87.2;     829.6
5304;45;      82.1;      57.8;      66.6;      50.1;66;      88.4;      85.7;      74.9;      70.1;      74.7;      75.2;      95.3;     888.9
5305;45;      54.5;      42.3;      56.8;      40.7;      66.4;81;      62.7;      54.8;      62.4;      53.4;      61.1;      63.2;     700.6
5306;45;     133.1;      96.4;     106.6;      77.8;      89.7;125;     148.1;     107.8;      98.8;      90.5;     112.5;     155.5;    1337.2
5307;45;      50.8;      31.7;      44.2;      37.3;      42.2;      63.7;      68.8;      54.2;43;      41.7;      43.7;      58.1;     580.2
5309;45;      64.4;      46.4;      57.9;      53.3;      68.7;      79.1;      70.3;      61.2;      61.7;      58.5;      70.7;      77.3;     769.6
5310;46;      74.7;      53.5;      65.9;      58.8;      68.8;      84.8;      74.2;      60.2;67;      65.6;      76.2;      83.4;833
5311;45;      98.3;      72.7;      80.8;      61.4;      90.7;     118.1;     126.5;     103.2;      81.8;      75.5;      84.5;     112.3;    1101.2
5312;46;      92.5;      68.7;      79.1;      64.4;      91.4;     125.9;     133.7;     102.7;      80.6;      76.2;      77.7;     103.4;    1096.3
5313;46;      48.7;      39.3;      43.6;      42.7;      58.7;      60.6;      62.7;      47.4;      48.8;      54.4;      54.7;      57.6;     619.3
5314;45;      73.1;      65.2;      65.1;      58.3;70;      74.1;      69.4;      57.4;      58.1;      74.8;      76.2;      87.8;     823.7
5315;46;      45.4;      40.8;      49.9;45;      57.6;      77.6;      74.1;      57.6;      53.6;60;      51.4;      61.8;     674.7
5316;45;72;      54.6;      60.7;      51.9;      68.3;      95.4;95;      82.1;      66.6;      64.1;      68.9;      85.3;     862.2
5317;45;      52.2;      36.7;      47.9;      38.1;      56.5;      69.7;      74.6;      60.2;      53.2;      49.4;      50.9;      61.7;     652.2
5318;46;      48.2;      51.1;      56.2;      76.8;     103.7;     122.2;     118.6;     103.6;85;68;      75.5;      68.8;     977.9
5320;46;     109.2;      99.5;84;      79.9;      90.5;     108.4;     104.9;      88.5;      83.1;      98.8;     114.7;     128.3;    1189.8
5321;45;      68.9;      48.1;      65.8;      56.4;73;      76.3;      71.9;      65.1;      59.3;      63.8;      72.2;      83.2;     803.9
5322;46;      90.8;      66.1;      83.9;      61.5;      73.9;     102.1;      97.4;84;72;      81.4;      84.2;     104.2;    1001.6
5323;45;      84.5;      74.7;      83.4;      86.6;     105.7;     126.8;     122.3;     103.3;      85.8;      92.7;      99.2;      96.7;    1160.5
5324;45;      70.8;56;      62.6;      47.9;      64.6;      93.4;99;75;      63.7;      63.6;      64.1;      82.5;     841.9
5325;46;      71.2;      55.1;      69.6;      57.2;      82.9;96;      85.9;      68.5;      65.6;      77.6;      79.2;      90.1;     898.9
5326;45;      48.7;      32.1;      43.3;      34.9;      51.3;      66.2;      68.5;58;      53.9;      45.6;      48.6;      56.7;609
5328;45;      68.3;      52.4;      60.7;      50.3;      63.3;      72.5;      71.6;57;      53.5;      68.1;      63.9;      82.1;     766.3
5329;45;      66.1;53;      63.2;      51.9;      67.7;      70.6;      72.2;      59.6;      54.1;      68.3;      64.9;      79.8;     770.4
5330;45;     106.3;      77.7;      89.2;      71.4;      77.2;     103.5;     108.6;88;      86.6;      89.3;      95.9;     128.3;    1117.3
5331;45;      52.9;      45.4;      54.1;      46.9;      75.3;      91.7;     101.2;      80.4;      65.9;      54.7;      63.4;65;     793.6
5332;45;      89.1;      82.6;     111.9;     112.1;     140.4;     206.1;214;     183.3;     124.1;      93.8;115;     106.5;    1567.9
5333;45;      78.6;54;      69.3;      53.5;      63.1;      88.7;      72.8;      77.3;      70.4;      66.8;      70.6;      88.3;     849.1
5334;45;      92.1;      83.5;      94.3;      97.7;     120.8;     178.8;     172.4;     159.8;     120.4;      91.2;     115.2;103;    1426.8
5335;45;      52.9;      40.6;      55.1;      54.7;61;      75.6;      62.8;      62.1;      50.7;      54.1;      58.2;65;     696.5
5336;45;      51.8;      43.5;      45.8;      44.2;      65.1;      84.2;      81.3;      71.5;      55.8;58;      54.9;      61.6;     714.4
5337;45;74;      50.1;      69.7;      48.2;63;      81.3;      73.5;      65.8;      73.1;64;      69.6;      84.3;     813.2
5338;45;      72.5;      42.5;      66.9;      44.9;      57.1;      80.3;      78.6;      62.7;      71.4;      59.2;      69.8;      77.7;     783.5
5339;45;      43.6;      34.1;      43.5;      43.4;      60.4;      71.4;      67.4;      57.1;      51.5;47;      51.3;      54.9;     625.3
5340;45;      41.3;      35.4;44;      47.2;      65.8;      93.3;     103.1;      79.5;      63.2;      48.8;56;      50.2;     724.8
5341;46;      96.7;      93.9;      98.8;     107.2;     133.1;     172.1;     151.8;     136.8;     123.5;     106.1;     127.4;     118.2;    1465.6
5342;45;      58.7;      38.2;      52.5;      42.3;      50.7;      78.2;      77.2;      65.3;      82.9;      76.9;      82.9;      68.4;     778.3
5343;45;      62.6;      43.2;      58.8;      43.7;      50.2;      77.7;      75.8;      64.7;80;      74.3;      80.3;      73.7;     768.6
5344;45;      62.9;      40.6;56;      42.5;      48.8;      74.2;      70.5;      65.4;      84.3;      83.1;      84.2;75;     797.3
5345;45;      33.3;      27.7;      38.7;      33.9;      47.6;      61.2;      45.2;      53.2;      39.2;      33.2;      36.4;      45.3;     494.2
5346;45;      48.2;      36.3;      48.2;44;      65.1;      70.2;      61.6;      55.6;      55.9;      51.2;      55.8;      62.6;     655.5
5347;46;56;42;      53.9;      45.8;      61.4;      72.8;      65.6;      57.4;      59.3;      52.8;      60.8;      68.5;     696.2
5348;45;61;      42.5;      55.6;      44.7;      60.5;      71.1;66;58;      58.1;      54.1;62;72;     706.1
5349;46;47;      31.5;      43.9;      38.5;      45.7;      67.2;      53.3;51;      49.9;      40.4;      45.1;55;     568.4
5350;45;      41.4;      28.1;      40.3;      34.2;      45.7;      60.8;      53.4;48;      43.3;      36.6;      38.1;      47.8;     512.9
5351;45;      63.4;      41.6;      58.6;      45.1;      60.5;      73.3;      64.4;60;68;      58.6;      63.3;      71.5;     726.7
5352;45;      65.9;      45.7;62;      47.6;      62.1;      72.9;      70.4;      62.8;67;      60.1;      65.9;      74.6;     755.9
5353;45;      53.8;      36.1;      47.6;      39.6;      52.7;      65.1;      66.6;      62.4;      53.3;47;52;      61.9;     641.5
5354;45;     112.8;83;      95.1;      73.7;      83.7;     104.8;     120.3;      94.7;      89.3;      94.5;     101.2;     127.8;    1179.6
5356;45;93;76;     103.3;     115.6;117;178;     175.7;     169.6;     116.6;      89.6;118;     104.9;    1457.2
5357;45;      59.3;      42.7;      54.9;      44.6;      52.5;      73.4;      63.9;      65.6;      55.4;      57.2;59;      67.8;     689.8
5358;45;      95.3;      67.9;87;      69.1;77;      91.4;      96.3;      79.7;      82.6;      76.9;      89.3;     102.7;    1015.9
5359;45;      78.4;      56.4;75;      60.9;      75.6;      85.9;      87.9;      77.5;      76.1;      72.1;      78.3;      88.7;     912.5
5360;45;      92.5;      65.6;      88.9;      70.9;88;     105.6;     104.4;      81.7;      89.3;      81.2;      88.5;      99.5;    1056.9
5361;45;      57.2;      44.2;      54.5;      49.5;      63.1;      66.1;      62.8;      53.9;      55.7;      58.9;      59.4;      67.4;     692.2
5362;45;      37.2;      29.9;      39.3;      37.4;      50.5;      55.6;      59.4;56;      41.8;      37.4;      39.7;      51.5;     545.3
5363;46;      77.1;      56.1;      65.4;      53.9;      61.8;      76.7;      80.2;      64.3;      59.1;      67.7;      73.4;91;     826.7
5364;45;      71.9;      52.3;      60.3;      50.3;      57.9;      70.2;      77.2;      57.7;      56.1;63;      68.2;      85.3;     768.1
5365;46;34;      30.4;      39.7;      42.6;      56.8;63;      58.8;52;      42.4;      39.7;      40.6;      40.6;     540.5
5368;45;      52.8;      45.4;      55.1;      50.9;65;      67.2;      74.3;      54.4;      55.7;      55.6;59;      60.7;     693.4
5369;46;      60.3;      56.8;      70.7;      79.6;     105.4;136;     142.1;     128.8;      97.8;      67.4;      80.6;      71.6;1097
5370;45;56;      52.1;      65.1;      78.3;     102.7;     130.6;     137.7;     120.8;      90.4;      64.8;      78.4;      67.4;    1042.7
5371;45;      83.4;      61.1;      83.2;72;      85.5;     106.6;     113.6;      85.6;      89.9;      89.5;      86.5;     101.1;    1053.8
5372;46;      30.7;      37.5;      52.1;47;      64.8;      72.6;      55.8;      56.9;      41.9;      49.6;      39.1;      49.5;     597.4
5373;45;      52.4;      42.4;      46.1;      43.3;53;      64.6;      64.2;      57.9;      49.9;      54.4;      53.8;64;     644.2
5374;45;      49.6;      43.9;      48.5;      49.2;      69.4;80;      79.4;      67.9;      55.5;      53.8;54;      63.1;     714.5
5376;45;      75.5;      58.4;      67.7;      60.3;      72.8;      92.4;      91.3;      69.2;      75.2;      74.6;      76.1;      88.7;     904.4
5377;46;     181.1;     157.9;     196.8;     187.2;     257.9;     279.6;     311.2;     259.2;     192.8;     166.3;     181.1;     205.5;    2576.5
5378;45;      40.2;      36.5;      50.1;      43.9;      55.1;      59.8;57;      53.3;      44.9;      41.8;      46.6;      54.2;     578.2
5379;45;      33.6;      32.1;      34.5;      41.7;      72.3;      83.1;      78.6;      61.8;      55.6;      48.4;      45.1;      43.7;632
5380;46;      64.5;      41.6;      57.8;      43.1;      58.1;      69.9;      80.1;      68.1;      66.5;      62.9;      67.4;      74.3;     754.1
5381;46;      62.4;      40.5;      55.8;      41.7;      56.4;      69.4;      74.3;      66.7;      65.2;61;      67.2;73;     733.7
5382;45;      58.7;      41.4;54;46;      53.5;      77.5;      60.5;      62.8;      54.7;      51.6;      52.5;      67.8;     683.7
5383;45;      57.5;      41.3;      56.4;      45.9;      56.7;      74.2;      60.6;      62.9;      58.5;      52.1;      53.8;      66.1;     689.1
5384;45;      64.6;      42.4;      58.4;44;59;      78.2;      75.2;64;      72.7;      68.3;      72.5;      70.9;     767.9
5385;45;      68.2;      42.5;      61.8;      43.8;      57.5;86;      77.4;      66.7;74;      72.7;      73.4;      72.7;     792.6
5386;45;      60.9;      45.2;61;      43.4;      58.6;      68.2;      62.5;      50.9;      61.9;      56.1;      63.9;      68.1;     696.8
5387;45;      46.2;      36.1;      46.8;      42.1;      51.3;      65.7;      53.5;      52.6;      45.2;      41.6;      44.1;      55.3;     578.8
5388;45;      26.3;      21.5;      35.8;      35.8;      56.9;58;      50.2;      50.7;      36.4;      31.7;      31.8;      34.2;     455.4
5389;45;115;      86.1;      96.7;      70.1;      89.4;118;     138.8;     111.9;      85.1;      87.4;      94.7;     128.4;    1213.9
5390;46;      54.7;      42.2;      51.1;      47.3;      62.6;      79.6;71;      58.6;      55.7;      51.5;      58.3;      66.3;     698.9
5391;45;      53.7;      47.6;      50.3;      47.2;      61.7;      63.8;73;      52.9;      52.9;      61.3;      58.6;      66.1;     691.8
5392;45;      64.4;52;64;      60.5;      68.4;      78.4;      87.9;      86.4;      58.3;      57.4;      69.5;      80.7;     826.6
5393;45;      93.2;      66.9;      83.7;      69.7;      77.8;      93.4;      89.9;      76.3;      69.2;      82.3;      95.7;     110.1;1010
5394;45;      47.9;      42.9;      49.2;      60.3;      79.8;     105.9;     112.7;      99.9;      75.8;      55.3;      65.4;      58.4;     854.7
5395;45;      39.3;      34.4;      43.8;      48.2;      61.1;      78.1;      69.6;      66.1;      48.7;      41.1;47;      47.1;     624.8
5396;45;      30.5;      27.6;      37.8;41;      54.9;      67.9;      67.8;      61.2;      42.2;      40.7;      41.9;      39.6;     552.2
5397;45;      48.2;      38.7;      46.7;38;      62.9;      77.4;      88.5;      63.1;55;      53.7;50;      58.7;     680.2
5398;45;      44.1;      39.5;      45.7;      45.4;61;      67.9;      69.7;      61.1;      50.3;      52.6;      50.3;      56.1;     644.8
5399;45;      67.2;      47.3;56;53;      60.1;      83.2;      82.6;      72.6;      61.2;65;      66.9;      75.2;     792.7
5400;45;38;      31.1;      42.2;      41.8;      48.7;      59.1;      57.2;      58.6;43;42;      42.9;      52.8;     560.3
5401;46;66;50;      55.3;      45.7;      67.2;      86.3;      93.4;      82.2;      63.4;      61.3;      61.5;      78.6;811
5402;46;      43.7;      35.6;48;      45.4;      62.8;      76.1;      69.9;59;      53.3;      52.8;      45.3;53;     644.9
5403;46;      40.3;      35.3;      42.8;      43.5;      61.4;      74.1;      67.5;      56.3;      51.2;      51.1;      45.3;      49.2;     618.1
5404;45;      41.1;      37.1;      44.9;      54.8;      77.3;      97.5;     108.8;      86.2;      71.9;      55.6;      58.4;      51.7;     782.1
5405;45;47;      42.5;      47.3;      45.6;      66.7;      73.5;      69.8;      60.5;53;      55.5;      52.1;      56.5;     677.2
5406;45;      48.4;      37.6;      47.2;      37.9;      57.5;      78.2;      83.3;      66.4;      51.5;      52.2;      50.3;      58.8;     671.7
5407;45;      45.9;      41.5;50;      44.6;      61.3;      70.6;      65.1;      56.4;      52.1;      55.3;      51.2;      57.7;     652.9
5408;45;      46.7;      48.5;      49.2;      52.6;      83.9;      87.7;      66.5;      72.1;57;      55.3;      60.7;      60.4;     742.9
5409;45;      41.6;43;      46.9;55;      85.4;      92.5;      76.8;      69.9;      55.1;      57.9;      56.5;      57.3;     736.6
5410;45;      67.5;      53.1;62;      51.6;61;      62.7;      66.8;      51.8;      59.9;      63.3;      71.1;      79.7;     749.1
5411;45;      44.2;      42.2;      45.2;      54.7;      76.6;     104.3;     100.5;      84.4;      71.2;      59.1;      59.8;      53.6;     792.7
5413;45;      51.2;52;      62.6;      80.7;     109.2;     151.7;     159.2;139;      95.2;      69.5;      80.4;      62.8;    1112.6
5414;46;      50.9;      49.2;      53.8;      71.5;      93.9;113;      88.5;      80.5;      70.7;      65.6;      68.7;      57.9;     864.3
5415;45;     125.6;     103.2;      87.5;      78.4;      89.5;     107.1;     104.6;      87.5;      83.1;     106.3;     127.6;140;    1244.3
5416;45;59;      46.8;      59.6;49;      64.2;      68.6;      66.5;      56.2;      56.5;      61.2;      64.6;      74.5;     726.4
5417;45;      60.1;      49.6;      60.5;      50.3;      66.1;      73.4;74;      57.9;      58.8;62;      66.4;      76.3;     745.4
5418;45;      64.5;53;      66.3;      57.8;      71.8;      76.9;      79.8;      55.4;      65.8;      70.8;      66.5;79;     807.6
5419;45;      27.9;26;      39.1;      45.2;      54.3;69;      65.7;      61.6;      41.3;      41.5;      41.7;      37.8;     553.3
5420;45;      33.9;      29.8;41;      49.9;58;      74.6;      66.3;      64.5;      41.3;      43.3;      45.1;      46.1;     593.7
5421;45;      36.9;34;      46.2;      50.3;      58.1;      77.5;      68.3;      66.5;44;      44.3;      48.4;      45.6;623
5422;45;31;      29.3;      39.7;      47.7;      55.7;      68.7;      68.2;      60.8;      41.2;      40.7;      42.9;      40.9;     568.6
5424;45;      33.4;      29.9;      41.8;      45.8;      56.6;      67.5;65;      59.3;      43.2;      42.6;      45.1;41;     572.9
5425;45;      54.8;      43.3;      53.3;      44.1;      63.1;      66.3;      59.3;      51.1;      52.5;      56.9;      64.1;      70.1;     678.9
5426;46;      46.1;      43.6;      44.4;      44.9;      67.8;      63.2;      59.9;      45.5;      49.4;      58.7;      54.4;64;     641.8
5428;45;      53.1;      52.5;      55.2;      57.4;      80.6;      84.9;80;      52.3;      61.4;      69.9;      70.1;      71.4;     789.5
5429;46;      53.2;      47.5;      54.6;      50.4;80;87;74;      59.1;      57.3;      59.8;      60.3;      64.3;     747.5
5430;46;      44.6;      45.7;51;      58.9;      85.6;      95.5;80;      74.6;      60.4;      58.4;      58.8;      55.9;     769.3
5431;46;      49.3;34;      44.9;      39.2;      45.5;      65.6;      63.3;53;      45.8;      42.6;      45.1;54;     582.2
5432;46;      50.5;      39.9;      49.2;      42.3;      54.1;      73.4;      73.4;      53.1;      55.2;      56.1;      51.6;      60.3;     658.9
5433;45;126;      93.8;103;      71.5;83;      86.3;      85.8;      67.4;      88.5;     116.3;     120.5;     148.2;    1189.1
5434;46;      71.3;      55.6;      64.5;      54.5;      61.2;      83.2;      79.1;      63.5;      66.1;      64.9;      63.2;      81.2;     808.3
5435;46;44;      48.4;      53.8;      56.6;      84.4;      87.2;      70.6;      70.7;      58.5;      55.5;      64.6;      62.1;     756.4
5436;45;      61.7;      50.2;      64.9;      61.9;      68.8;      94.6;      95.7;      86.8;      67.4;      55.1;      66.7;      72.8;     854.1
5437;46;      51.5;      41.8;      51.4;      49.1;      58.3;      67.2;      75.9;      74.1;      57.5;      45.6;      55.7;      66.5;     694.6
5438;45;      35.8;      31.7;      40.3;      45.5;      59.3;      70.8;      76.8;      69.2;      48.2;39;      45.5;      47.2;     612.8
5440;45;      41.5;      37.4;      41.5;      46.9;      69.7;      80.2;85;      64.2;      53.5;      52.2;      48.1;      50.8;672
5441;45;      55.5;      48.3;      51.6;      57.4;      78.1;      96.6;      96.2;      79.5;      64.3;      65.6;      59.8;      67.8;     819.4
